Marital_status,Application_mode,Application_order,Course,Previous_qualification_grade,Nationality,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Unemployment_rate,Inflation_rate,GDP,Status,Attendance_Time,Previous_education,Mothers_education,Fathers_education,1st_year_approved_unit,1st_year_enrolled_unit,1st_year_evaluated_unit,1st_year_credited_unit,1st_year_unevaluated_unit,1st_year_unit_grade,1st_year_completion_unit_rate,1st_year_success_evaluation_rate
single,1,2,Business & Management,61.0,South Europe,Administrative,Administrative,58.05,No,No,No,Yes,Male,Yes,19,No,11.1,0.6,2.02,Enrolled,Daytime,High School,High School,High School,12,12,19,0,0,64.59821428571429,0.9999999166666736,0.6315789141274255
single,1,1,Social Science,55.0,South Europe,Labour,Administrative,57.15,Yes,No,No,Yes,Male,No,42,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Primary,Primary,10,12,19,0,0,60.50000000000001,0.8333332638888947,0.5263157617728547
single,18,1,Health Science,53.0,South Europe,Technician,Service & Sales,52.3,No,No,No,No,Male,No,21,No,11.1,0.6,2.02,Enrolled,Daytime,High School,High School,High School,9,12,21,0,0,72.0,0.7499999375000053,0.4285714081632663
single,1,1,Social Science,66.0,South Europe,Administrative,Labour,68.3,Yes,No,No,Yes,Male,No,19,No,7.6,2.6,0.32,Enrolled,Daytime,High School,High School,High School,8,12,17,0,3,56.0,0.6666666111111158,0.47058820761245834
single,44,1,Science & Technology,70.0,South Europe,Labour,Labour,70.0,No,No,No,Yes,Male,No,21,No,15.5,2.8,-4.06,Enrolled,Daytime,Bachelor & Specialized Education,High School,Middle School,8,12,28,0,0,55.625,0.6666666111111158,0.28571427551020445
single,1,1,Social Science,70.0,South Europe,Administrative,Administrative,69.15,No,No,No,Yes,Male,No,20,No,13.9,-0.3,0.79,Enrolled,Daytime,High School,High School,Middle School,10,12,20,1,1,62.32142857142858,0.8333332638888947,0.4999999750000012
single,42,1,Science & Technology,68.0,South Europe,Service & Sales,Service & Sales,58.75,No,No,No,Yes,Male,No,19,No,15.5,2.8,-4.06,Enrolled,Daytime,High School,High School,Primary,6,10,13,2,0,58.25,0.599999940000006,0.4615384260355057
single,44,1,Science & Technology,70.0,South Europe,Technician,Professional,70.0,No,No,No,Yes,Male,No,23,No,12.4,0.5,1.79,Enrolled,Daytime,Bachelor & Specialized Education,Doctorate,Bachelor & Specialized Education,4,13,24,4,0,70.0,0.3076922840236705,0.1666666597222225
single,17,1,Social Science,65.5,South Europe,Labour,Labour,62.55,No,No,No,Yes,Male,No,18,No,16.2,0.3,-0.92,Enrolled,Daytime,High School,High School,High School,11,12,17,0,4,57.83333333333333,0.9166665902777842,0.6470587854671302
single,1,1,Business & Management,65.0,South Europe,Labour,Labour,59.4,No,No,Yes,Yes,Male,Yes,22,No,15.5,2.8,-4.06,Enrolled,Daytime,High School,Primary,Primary,7,10,19,0,0,54.16666666666666,0.699999930000007,0.36842103324099823
single,18,5,Science & Technology,68.0,South Europe,Professional,Technician,62.6,Yes,No,No,Yes,Male,No,19,No,12.4,0.5,1.79,Enrolled,Daytime,High School,Bachelor & Specialized Education,Bachelor & Specialized Education,10,10,18,0,0,66.36904761904762,0.99999990000001,0.5555555246913597
single,1,3,Social Science,55.0,South Europe,Labour,Labour,53.8,Yes,No,No,Yes,Male,Yes,22,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Primary,Primary,12,12,12,0,0,59.58333333333333,0.9999999166666736,0.9999999166666736
single,43,1,Social Science,80.0,South Europe,Administrative,Professional,50.0,No,No,No,Yes,Male,No,38,No,13.9,-0.3,0.79,Enrolled,Daytime,High School,High School,Bachelor & Specialized Education,9,12,20,1,1,81.25,0.7499999375000053,0.4499999775000011
single,39,1,Health Science,55.0,South Europe,Labour,Labour,63.0,Yes,No,No,Yes,Male,No,27,No,7.6,2.6,0.32,Enrolled,Daytime,High School,High School,Primary,14,14,14,0,0,70.42857142857142,0.9999999285714337,0.9999999285714337
single,51,1,Science & Technology,64.5,South Europe,Professional,Labour,60.8,Yes,No,No,Yes,Male,No,19,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Bachelor & Specialized Education,Primary,1,10,17,0,0,25.0,0.09999999000000101,0.05882352595155729
single,17,1,Science & Technology,61.0,South Europe,Labour,Labour,57.35,No,No,No,Yes,Male,No,20,No,11.1,0.6,2.02,Enrolled,Daytime,High School,High School,High School,10,10,14,0,0,73.78571428571428,0.99999990000001,0.7142856632653098
single,17,4,Science & Technology,69.5,South Europe,Labour,Administrative,66.55,Yes,No,No,Yes,Male,No,18,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Primary,High School,7,10,15,0,1,67.91666666666666,0.699999930000007,0.46666663555555765
single,43,1,Business & Management,66.0,South Europe,Administrative,Labour,60.25,No,No,No,Yes,Male,No,19,No,13.9,-0.3,0.79,Enrolled,Daytime,High School,Bachelor & Specialized Education,High School,8,12,25,0,0,64.375,0.6666666111111158,0.3199999872000005
single,39,1,Science & Technology,69.5,South Europe,Labour,Labour,55.15,No,No,Yes,Yes,Male,No,24,No,8.9,1.4,3.51,Enrolled,Daytime,High School,High School,High School,2,10,23,0,0,52.5,0.19999998000000202,0.08695651795841226
single,44,1,Science & Technology,70.0,South Europe,Administrative,Service & Sales,70.0,Yes,No,No,Yes,Male,No,22,No,10.8,1.4,1.74,Enrolled,Daytime,Bachelor & Specialized Education,High School,High School,2,10,15,0,0,29.166666666666664,0.19999998000000202,0.13333332444444504
single,1,1,Science & Technology,72.0,South Europe,Labour,Labour,66.4,No,No,No,Yes,Male,Yes,19,No,15.5,2.8,-4.06,Enrolled,Daytime,High School,High School,High School,8,12,19,0,2,61.25,0.6666666111111158,0.4210526094182837
single,1,1,Social Science,65.5,South Europe,Labour,Administrative,63.6,Yes,No,Yes,Yes,Male,No,23,No,11.1,0.6,2.02,Enrolled,Daytime,High School,High School,High School,24,34,47,23,1,60.15734265734265,0.7058823321799315,0.5106382870076961
single,1,1,Social Science,70.0,South Europe,Administrative,Labour,66.7,Yes,No,No,No,Male,No,29,No,11.1,0.6,2.02,Enrolled,Daytime,High School,Bachelor & Specialized Education,Bachelor & Specialized Education,11,12,14,0,0,75.75,0.9166665902777842,0.7857142295918408
single,44,1,Science & Technology,70.0,South Europe,Administrative,Service & Sales,70.0,No,No,No,Yes,Male,No,20,No,16.2,0.3,-0.92,Enrolled,Daytime,High School,High School,High School,11,12,23,0,0,57.658730158730165,0.9166665902777842,0.4782608487712674
single,17,3,Social Science,62.5,South Europe,Professional,Service & Sales,58.5,Yes,Yes,No,Yes,Male,No,22,No,10.8,1.4,1.74,Enrolled,Daytime,High School,Bachelor & Specialized Education,Bachelor & Specialized Education,0,0,0,0,0,0.0,0.0,0.0
single,1,2,Business & Management,58.5,South Europe,Technician,Service & Sales,55.35,Yes,No,No,Yes,Male,No,20,No,11.1,0.6,2.02,Enrolled,Daytime,High School,Bachelor & Specialized Education,High School,11,12,20,0,0,65.0,0.9166665902777842,0.5499999725000013
single,39,1,Science & Technology,75.0,South Europe,Labour,Service & Sales,80.0,Yes,No,No,Yes,Male,No,24,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,High School,High School,7,10,22,0,1,64.375,0.699999930000007,0.3181818037190089
single,53,1,Science & Technology,65.0,South Europe,Labour,Labour,65.0,No,No,Yes,Yes,Male,No,21,No,8.9,1.4,3.51,Enrolled,Daytime,High School,High School,High School,19,24,35,12,0,58.111111111111114,0.7916666336805569,0.5428571273469392
single,17,1,Science & Technology,63.5,South Europe,Administrative,Service & Sales,57.9,No,No,No,Yes,Male,No,20,No,13.9,-0.3,0.79,Enrolled,Daytime,High School,High School,High School,4,10,21,0,0,28.75,0.39999996000000404,0.19047618140589612
single,1,5,Social Science,62.5,South Europe,Service & Sales,Professional,63.05,Yes,No,No,Yes,Male,No,22,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,Primary,Bachelor & Specialized Education,8,12,22,0,0,60.166666666666664,0.6666666111111158,0.36363634710743875
single,1,1,Business & Management,67.5,South Europe,Labour,Service & Sales,63.15,No,No,No,Yes,Male,No,18,No,8.9,1.4,3.51,Enrolled,Daytime,High School,Middle School,High School,5,10,22,0,0,64.58333333333334,0.499999950000005,0.2272727169421492
single,43,1,Social Science,64.0,South Europe,Labour,Labour,62.1,Yes,No,No,Yes,Male,No,22,No,15.5,2.8,-4.06,Enrolled,Daytime,High School,High School,Middle School,6,12,31,0,3,59.16666666666667,0.4999999583333368,0.19354838085327802
single,1,2,Social Science,67.5,South Europe,Administrative,Administrative,68.05,Yes,No,No,Yes,Male,No,19,No,8.9,1.4,3.51,Enrolled,Daytime,High School,Bachelor & Specialized Education,High School,10,12,22,0,0,59.5,0.8333332638888947,0.4545454338842984
married,39,2,Business & Management,75.0,South Europe,Labour,Labour,60.0,No,No,No,Yes,Female,No,43,No,9.4,-0.8,-3.12,Enrolled,Evening,High School,Primary,Primary,7,10,21,1,0,57.91666666666666,0.699999930000007,0.3333333174603182
single,39,1,Science & Technology,66.55,South Europe,Labour,Administrative,64.9,No,No,No,Yes,Male,No,24,Yes,8.9,1.4,3.51,Enrolled,Daytime,High School,High School,High School,12,13,16,0,0,67.42857142857143,0.9230768520710114,0.7499999531250029
single,17,4,Science & Technology,67.5,South Europe,Service & Sales,Labour,63.3,Yes,No,No,Yes,Male,No,18,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Middle School,Primary,7,10,17,0,3,62.5,0.699999930000007,0.4117646816609011
married,43,1,Health Science,80.0,South Europe,Labour,Labour,60.0,No,No,No,Yes,Male,No,21,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,Primary,Primary,3,10,22,0,3,29.166666666666664,0.299999970000003,0.13636363016528952
single,39,1,Social Science,50.0,South Europe,Labour,Labour,54.15,No,No,No,Yes,Male,No,39,No,7.6,2.6,0.32,Enrolled,Evening,High School,Primary,Primary,8,12,20,1,1,56.0,0.6666666111111158,0.399999980000001
single,39,1,Health Science,60.0,South Europe,Labour,Labour,50.0,No,No,No,Yes,Male,No,34,No,16.2,0.3,-0.92,Enrolled,Daytime,High School,Primary,Primary,10,14,31,0,0,59.833333333333336,0.7142856632653098,0.3225806347554634
single,1,1,Social Science,65.0,South Europe,Service & Sales,Labour,59.05,No,No,Yes,No,Male,No,18,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,High School,Middle School,0,0,0,0,0,0.0,0.0,0.0
single,15,1,Social Science,65.0,Africa,Professional,Labour,65.0,No,No,No,Yes,Male,No,21,Yes,8.9,1.4,3.51,Enrolled,Daytime,High School,High School,High School,23,23,27,10,0,70.41666666666667,0.999999956521741,0.8518518203017844
single,1,1,Business & Management,83.0,South Europe,Administrative,Labour,73.2,No,No,No,Yes,Male,No,27,No,7.6,2.6,0.32,Enrolled,Daytime,High School,High School,Primary,4,10,24,0,0,57.5,0.39999996000000404,0.1666666597222225
single,1,1,Science & Technology,73.0,South Europe,Labour,Labour,74.25,Yes,No,No,Yes,Male,No,18,No,10.8,1.4,1.74,Enrolled,Daytime,High School,Primary,Primary,5,10,15,0,0,65.0,0.499999950000005,0.3333333111111126
single,44,1,Science & Technology,70.0,South Europe,Labour,Management,70.0,No,No,No,Yes,Male,Yes,20,No,15.5,2.8,-4.06,Enrolled,Daytime,Bachelor & Specialized Education,Primary,Primary,11,12,24,0,0,65.33333333333333,0.9166665902777842,0.4583333142361119
single,44,1,Science & Technology,75.0,South Europe,Professional,Service & Sales,75.0,Yes,No,No,Yes,Male,No,19,No,13.9,-0.3,0.79,Enrolled,Daytime,Bachelor & Specialized Education,Doctorate,High School,7,12,25,2,0,56.5,0.5833332847222263,0.27999998880000043
single,1,1,Business & Management,80.0,South Europe,Labour,Labour,70.4,Yes,No,No,Yes,Male,No,23,No,7.6,2.6,0.32,Enrolled,Daytime,High School,High School,Middle School,11,12,18,0,0,62.16666666666667,0.9166665902777842,0.6111110771604957
single,43,1,Social Science,60.0,South Europe,Professional,Professional,60.0,Yes,No,No,Yes,Male,No,22,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Bachelor & Specialized Education,Bachelor & Specialized Education,0,0,0,0,0,0.0,0.0,0.0
single,17,6,Business & Management,66.5,South Europe,Service & Sales,Labour,61.6,Yes,No,No,Yes,Male,No,20,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,High School,Middle School,5,10,19,0,1,62.91666666666666,0.499999950000005,0.26315788088642733
single,17,2,Social Science,62.0,South Europe,Administrative,Administrative,63.95,Yes,No,No,Yes,Male,No,20,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,High School,High School,7,12,24,0,0,59.79166666666666,0.5833332847222263,0.2916666545138894
single,1,2,Business & Management,64.0,South Europe,Labour,Labour,60.15,No,No,No,Yes,Male,No,19,No,8.9,1.4,3.51,Enrolled,Daytime,High School,High School,High School,7,10,22,0,0,60.75,0.699999930000007,0.3181818037190089
single,15,1,Health Science,95.0,Latin America,Professional,Administrative,95.0,Yes,No,No,Yes,Female,No,18,Yes,12.4,0.5,1.79,Enrolled,Daytime,High School,Bachelor & Specialized Education,Bachelor & Specialized Education,9,14,25,0,0,59.9875,0.6428570969387788,0.35999998560000057
single,17,4,Science & Technology,61.0,East Europe,Unemployed,Labour,60.5,Yes,No,No,Yes,Male,No,20,Yes,8.9,1.4,3.51,Enrolled,Daytime,High School,High School,High School,5,10,24,0,0,60.625,0.499999950000005,0.20833332465277812
single,17,1,Science & Technology,69.0,South Europe,Professional,Labour,63.15,Yes,No,No,Yes,Female,Yes,18,No,8.9,1.4,3.51,Enrolled,Daytime,High School,Bachelor & Specialized Education,High School,12,12,15,0,1,64.58333333333334,0.9999999166666736,0.7999999466666703
single,17,2,Social Science,70.5,South Europe,Management,Service & Sales,65.1,Yes,No,No,Yes,Female,No,19,No,12.7,3.7,-1.7,Enrolled,Daytime,High School,Bachelor & Specialized Education,High School,9,12,15,0,1,55.375,0.7499999375000053,0.5999999600000027
single,43,1,Science & Technology,50.0,Latin America,Technician,Professional,50.0,No,No,No,Yes,Female,No,19,Yes,9.4,-0.8,-3.12,Enrolled,Daytime,High School,Bachelor & Specialized Education,Master,10,10,17,0,2,75.0,0.99999990000001,0.588235259515573
single,44,1,Science & Technology,70.0,South Europe,Labour,Technician,70.0,No,No,No,Yes,Female,No,19,No,15.5,2.8,-4.06,Enrolled,Daytime,Bachelor & Specialized Education,Middle School,Middle School,7,12,32,0,0,57.91666666666666,0.5833332847222263,0.21874999316406274
single,17,3,Social Science,72.5,South Europe,Administrative,Administrative,76.55,Yes,No,No,Yes,Female,Yes,20,No,12.7,3.7,-1.7,Enrolled,Daytime,High School,Bachelor & Specialized Education,Bachelor & Specialized Education,12,12,12,0,0,67.08333333333334,0.9999999166666736,0.9999999166666736
single,18,4,Science & Technology,67.0,South Europe,Labour,Labour,62.45,Yes,No,Yes,Yes,Male,No,18,No,8.9,1.4,3.51,Enrolled,Daytime,High School,High School,Middle School,6,10,20,0,0,55.0,0.599999940000006,0.29999998500000075
single,1,1,Science & Technology,81.5,South Europe,Service & Sales,Labour,75.4,Yes,No,No,Yes,Male,No,18,No,7.6,2.6,0.32,Enrolled,Daytime,High School,High School,Primary,6,10,20,0,3,52.5,0.599999940000006,0.29999998500000075
single,1,2,Social Science,82.5,South Europe,Professional,Professional,81.8,Yes,No,No,Yes,Female,No,18,No,12.4,0.5,1.79,Enrolled,Daytime,High School,Bachelor & Specialized Education,Bachelor & Specialized Education,0,0,0,0,0,0.0,0.0,0.0
single,43,1,Business & Management,71.0,South Europe,Administrative,Labour,57.5,No,No,No,Yes,Female,No,19,No,13.9,-0.3,0.79,Enrolled,Daytime,High School,Middle School,High School,7,10,20,0,0,55.41666666666666,0.699999930000007,0.34999998250000086
single,1,1,Social Science,66.5,South Europe,Professional,Administrative,63.0,No,No,No,Yes,Female,No,20,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,Middle School,High School,1,11,21,0,0,30.0,0.09090908264462885,0.04761904535147403
single,39,1,Social Science,70.0,South Europe,Labour,Labour,52.5,No,No,No,Yes,Female,No,26,No,15.5,2.8,-4.06,Enrolled,Evening,High School,High School,High School,8,12,23,0,1,54.66666666666667,0.6666666111111158,0.34782607183364905
single,39,1,Business & Management,66.55,South Europe,Labour,Labour,69.7,No,No,Yes,Yes,Female,No,41,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Primary,Primary,10,10,14,0,0,59.49999999999999,0.99999990000001,0.7142856632653098
single,39,1,Business & Management,75.0,South Europe,Labour,Labour,69.25,No,No,No,Yes,Female,No,26,No,12.7,3.7,-1.7,Enrolled,Evening,High School,High School,Primary,8,10,19,0,0,58.125,0.7999999200000081,0.4210526094182837
single,18,2,Business & Management,57.5,South Europe,Service & Sales,Service & Sales,54.35,Yes,No,No,Yes,Female,No,21,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,High School,Primary,6,10,17,0,1,61.66666666666666,0.599999940000006,0.35294115570934376
single,1,4,Business & Management,66.55,South Europe,Administrative,Labour,53.0,Yes,No,No,Yes,Female,No,24,No,12.7,3.7,-1.7,Enrolled,Daytime,High School,High School,High School,3,10,25,0,0,53.75,0.299999970000003,0.11999999520000018
single,1,4,Social Science,67.0,South Europe,Service & Sales,Labour,63.7,Yes,No,No,Yes,Female,No,18,No,10.8,1.4,1.74,Enrolled,Daytime,High School,High School,High School,10,12,14,0,0,61.0,0.8333332638888947,0.7142856632653098
single,1,1,Social Science,66.55,South Europe,Labour,Labour,47.5,Yes,No,Yes,No,Female,No,22,No,11.1,0.6,2.02,Enrolled,Daytime,High School,High School,Primary,12,14,18,0,0,61.66666666666666,0.8571427959183717,0.6666666296296316
single,17,1,Business & Management,57.5,South Europe,Labour,Labour,57.5,Yes,No,No,Yes,Female,No,23,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,High School,High School,3,10,16,0,1,55.0,0.299999970000003,0.18749998828125072
single,17,3,Health Science,65.0,South Europe,Service & Sales,Service & Sales,60.65,Yes,No,No,Yes,Female,No,21,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,High School,Primary,6,10,22,0,3,62.5,0.599999940000006,0.27272726033057904
single,17,3,Social Science,59.0,South Europe,Labour,Labour,60.6,Yes,No,No,Yes,Female,No,18,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Middle School,Middle School,10,12,15,0,0,63.5,0.8333332638888947,0.6666666222222252
single,17,1,Business & Management,61.0,South Europe,Administrative,Labour,56.45,Yes,No,No,Yes,Female,No,22,No,7.6,2.6,0.32,Enrolled,Daytime,High School,High School,High School,7,12,25,0,0,58.95833333333334,0.5833332847222263,0.27999998880000043
single,42,1,Social Science,50.0,South Europe,Professional,Professional,57.95,No,No,No,Yes,Female,No,29,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,Bachelor & Specialized Education,Bachelor & Specialized Education,19,21,32,16,0,58.638888888888886,0.9047618616780065,0.5937499814453131
single,1,1,Health Science,68.5,South Europe,Administrative,Administrative,62.65,No,No,No,Yes,Male,No,19,No,7.6,2.6,0.32,Enrolled,Daytime,High School,High School,High School,14,14,14,0,0,61.0,0.9999999285714337,0.9999999285714337
single,1,1,Business & Management,60.0,South Europe,Labour,Labour,55.65,No,No,No,Yes,Male,Yes,18,No,15.5,2.8,-4.06,Enrolled,Daytime,High School,High School,High School,8,10,20,0,0,56.375,0.7999999200000081,0.399999980000001
single,39,9,Business & Management,60.0,South Europe,Labour,Service & Sales,72.4,No,No,No,Yes,Male,No,28,No,10.8,1.4,1.74,Enrolled,Evening,High School,Middle School,Middle School,9,10,14,0,0,67.70833333333334,0.8999999100000091,0.6428570969387788
single,1,1,Business & Management,66.0,South Europe,Labour,Service & Sales,64.95,Yes,No,No,Yes,Male,No,20,No,12.4,0.5,1.79,Enrolled,Daytime,High School,High School,High School,10,12,18,0,0,64.28571428571429,0.8333332638888947,0.5555555246913597
single,43,1,Social Science,75.0,South Europe,Technician,Labour,63.2,No,No,No,Yes,Male,No,26,No,12.4,0.5,1.79,Enrolled,Daytime,High School,Bachelor & Specialized Education,Bachelor & Specialized Education,14,15,19,8,0,63.57142857142858,0.9333332711111153,0.7368420664819965
single,1,1,Health Science,63.5,South Europe,Professional,Labour,60.7,No,No,No,Yes,Male,No,20,No,12.4,0.5,1.79,Enrolled,Daytime,High School,Bachelor & Specialized Education,High School,13,15,19,0,0,67.99722222222222,0.8666666088888928,0.684210490304711
single,17,2,Social Science,57.0,South Europe,Labour,Labour,55.95,Yes,No,No,Yes,Male,Yes,20,No,7.6,2.6,0.32,Enrolled,Daytime,High School,High School,High School,12,12,13,0,0,61.25,0.9999999166666736,0.9230768520710114
married,39,1,Health Science,66.55,South Europe,Labour,Labour,50.25,Yes,No,No,Yes,Male,No,43,No,10.8,1.4,1.74,Enrolled,Daytime,High School,Primary,Middle School,14,16,16,0,0,58.17857142857143,0.8749999453125034,0.8749999453125034
single,17,5,Science & Technology,69.0,South Europe,Service & Sales,Service & Sales,61.65,Yes,No,Yes,Yes,Male,No,18,No,12.4,0.5,1.79,Enrolled,Daytime,High School,High School,High School,9,10,20,0,0,59.46428571428571,0.8999999100000091,0.4499999775000011
married,39,1,Business & Management,80.0,South Europe,Unemployed,Unemployed,57.15,No,No,No,Yes,Male,No,40,No,7.6,2.6,0.32,Enrolled,Evening,High School,No Education,No Education,7,10,17,0,1,58.75,0.699999930000007,0.4117646816609011
single,1,1,Business & Management,66.55,South Europe,Management,Management,48.5,No,No,No,Yes,Male,No,27,No,10.8,1.4,1.74,Enrolled,Daytime,High School,Primary,Primary,10,12,14,0,0,54.79166666666666,0.8333332638888947,0.7142856632653098
single,44,1,Science & Technology,70.0,South Europe,Technician,Technician,70.0,Yes,No,Yes,Yes,Male,No,26,No,8.9,1.4,3.51,Enrolled,Daytime,Bachelor & Specialized Education,Middle School,High School,0,12,13,0,0,0.0,0.0,0.0
single,1,2,Science & Technology,63.0,South Europe,Administrative,Labour,61.25,Yes,No,No,Yes,Male,No,20,No,8.9,1.4,3.51,Enrolled,Daytime,High School,High School,Middle School,8,10,16,0,0,57.0,0.7999999200000081,0.4999999687500019
single,51,1,Business & Management,65.0,South Europe,Labour,Labour,57.85,No,No,No,Yes,Male,No,20,No,8.9,1.4,3.51,Enrolled,Daytime,High School,High School,Middle School,8,10,14,0,0,52.5,0.7999999200000081,0.5714285306122479
single,1,1,Science & Technology,70.0,South Europe,Labour,Labour,83.0,Yes,No,Yes,Yes,Male,No,20,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,Primary,High School,0,10,12,0,0,0.0,0.0,0.0
single,39,1,Health Science,60.0,South Europe,Administrative,Professional,62.65,No,No,Yes,Yes,Male,No,30,No,12.4,0.5,1.79,Enrolled,Daytime,High School,High School,Bachelor & Specialized Education,10,14,21,0,0,69.75,0.7142856632653098,0.47619045351474026
single,17,1,Business & Management,57.5,South Europe,Unemployed,Labour,54.55,No,No,Yes,No,Male,No,21,No,11.1,0.6,2.02,Enrolled,Daytime,High School,High School,High School,8,12,20,0,0,64.125,0.6666666111111158,0.399999980000001
single,17,1,Business & Management,54.5,South Europe,Administrative,Administrative,54.0,No,No,No,Yes,Male,No,19,No,7.6,2.6,0.32,Enrolled,Daytime,High School,High School,High School,0,10,15,0,0,0.0,0.0,0.0
separated,39,1,Health Science,80.0,South Europe,Labour,Professional,65.0,No,No,No,Yes,Female,No,25,No,12.7,3.7,-1.7,Enrolled,Daytime,High School,High School,Bachelor & Specialized Education,14,15,29,0,0,59.98214285714286,0.9333332711111153,0.48275860404280674
married,39,2,Health Science,55.0,South Europe,Labour,Labour,56.4,No,No,No,Yes,Female,Yes,26,No,10.8,1.4,1.74,Enrolled,Daytime,High School,High School,Middle School,0,15,15,0,6,0.0,0.0,0.0
single,17,2,Business & Management,64.5,South Europe,Professional,Professional,64.15,Yes,No,No,Yes,Female,No,19,No,12.7,3.7,-1.7,Enrolled,Daytime,High School,Bachelor & Specialized Education,Bachelor & Specialized Education,7,10,19,0,0,56.875,0.699999930000007,0.36842103324099823
single,43,1,Health Science,63.5,South Europe,Professional,Service & Sales,50.0,No,No,No,Yes,Female,No,21,No,13.9,-0.3,0.79,Enrolled,Daytime,High School,Bachelor & Specialized Education,Bachelor & Specialized Education,7,12,23,0,0,63.54166666666666,0.5833332847222263,0.3043478128544429
single,1,1,Science & Technology,69.0,South Europe,Professional,Professional,61.5,Yes,No,No,Yes,Female,No,21,No,12.7,3.7,-1.7,Enrolled,Daytime,High School,Master,Doctorate,3,10,21,0,0,53.75,0.299999970000003,0.14285713605442207
single,39,1,Health Science,65.0,South Europe,Professional,Labour,60.0,No,No,No,No,Female,No,26,No,11.1,0.6,2.02,Enrolled,Daytime,High School,Master,High School,11,12,15,0,0,74.82142857142858,0.9166665902777842,0.7333332844444478
single,1,1,Health Science,65.5,South Europe,Administrative,Administrative,61.0,Yes,No,No,Yes,Female,No,20,No,12.7,3.7,-1.7,Enrolled,Daytime,High School,High School,High School,14,16,16,0,0,70.07142857142857,0.8749999453125034,0.8749999453125034
single,17,2,Social Science,59.0,South Europe,Administrative,Armed Forces,55.35,Yes,Yes,No,Yes,Female,No,18,No,12.7,3.7,-1.7,Enrolled,Daytime,High School,High School,High School,5,12,28,0,3,59.16666666666667,0.41666663194444736,0.17857142219387778
single,1,1,Health Science,53.0,South Europe,Unemployed,Labour,51.1,Yes,No,Yes,Yes,Male,No,20,No,11.1,0.6,2.02,Enrolled,Daytime,High School,Primary,Middle School,13,15,17,0,0,60.52440476190476,0.8666666088888928,0.7647058373702448
single,44,1,Science & Technology,60.0,South Europe,Technician,Service & Sales,60.0,No,No,No,Yes,Male,No,23,No,15.5,2.8,-4.06,Enrolled,Daytime,Bachelor & Specialized Education,Middle School,High School,0,12,14,0,0,0.0,0.0,0.0
single,44,1,Science & Technology,65.0,South Europe,Labour,Labour,65.0,No,No,No,Yes,Male,No,20,No,12.4,0.5,1.79,Enrolled,Daytime,Bachelor & Specialized Education,Bachelor & Specialized Education,Bachelor & Specialized Education,8,12,25,0,0,57.0,0.6666666111111158,0.3199999872000005
single,43,1,Social Science,60.0,South Europe,Labour,Service & Sales,50.0,No,No,No,Yes,Female,No,45,No,12.7,3.7,-1.7,Enrolled,Evening,High School,Primary,Primary,14,16,23,8,0,54.58333333333334,0.8749999453125034,0.6086956257088858
single,39,1,Social Science,50.0,South Europe,Service & Sales,Service & Sales,55.5,Yes,No,No,Yes,Female,Yes,26,No,7.6,2.6,0.32,Enrolled,Evening,High School,Primary,Primary,6,12,24,0,0,60.0,0.4999999583333368,0.24999998958333375
single,39,1,Business & Management,65.0,South Europe,Labour,Labour,65.05,No,No,No,Yes,Female,No,25,No,10.8,1.4,1.74,Enrolled,Evening,High School,Primary,Primary,6,10,16,0,0,55.625,0.599999940000006,0.37499997656250145
single,1,1,Health Science,62.0,South Europe,Technician,Labour,58.75,Yes,No,No,Yes,Male,No,19,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,High School,Primary,10,16,20,0,6,64.29,0.6249999609375024,0.4999999750000012
single,1,4,Health Science,63.0,South Europe,Service & Sales,Armed Forces,60.1,No,No,No,Yes,Female,Yes,19,No,12.4,0.5,1.79,Enrolled,Daytime,High School,High School,High School,12,14,18,0,0,63.25714285714285,0.8571427959183717,0.6666666296296316
single,17,2,Social Science,70.5,South Europe,Labour,Labour,68.05,Yes,No,No,Yes,Female,Yes,18,No,12.7,3.7,-1.7,Enrolled,Daytime,High School,High School,Primary,0,0,0,0,0,0.0,0.0,0.0
